paper_offset,pmcid,doi,section,Journal Title,Year,predicted_open_data
65624,3498066,10.1038/nature11632,FIG,Nature,2012,1
38666,3497032,10.3390/v4101844,METHODS,Viruses,2012,1
44957,3499251,10.1371/journal.pgen.1003036,METHODS,PLoS Genet,2012,1
45972,3499251,10.1371/journal.pgen.1003036,METHODS,PLoS Genet,2012,1
48310,3499251,10.1371/journal.pgen.1003036,METHODS,PLoS Genet,2012,1
51049,3499260,10.1371/journal.pgen.1002967,METHODS,PLoS Genet,2012,1
52861,3499260,10.1371/journal.pgen.1002967,METHODS,PLoS Genet,2012,1
22503,3500229,10.1186/1471-2288-12-128,METHODS,BMC Med Res Methodol,2012,1
40235,3500241,10.1186/1471-244X-12-152,ACK_FUND,BMC Psychiatry,2012,1
13714,3501125,10.1038/nn.3214,RESULTS,Nat Neurosci,2012,1
31521,3501125,10.1038/nn.3214,METHODS,Nat Neurosci,2012,1
10789,3503984,10.1371/journal.pone.0050177,METHODS,PLoS One,2012,1
15124,3504800,10.1186/1753-6561-6-S7-S2,METHODS,BMC Proc,2012,1
110,3509123,10.1371/journal.pone.0049029,ABSTRACT,PLoS One,2012,1
13561,3509123,10.1371/journal.pone.0049029,INTRO,PLoS One,2012,1
23497,3509123,10.1371/journal.pone.0049029,RESULTS,PLoS One,2012,1
38070,3506571,10.1186/1866-1955-4-26,DISCUSS,J Neurodev Disord,2012,1
11940,3510302,10.1111/j.1399-5618.2012.01019.x,METHODS,Bipolar Disord,2012,1
17720,3513945,10.1038/nchembio.1105,RESULTS,Nat Chem Biol,2012,1
35021,3512441,10.1136/sextrans-2012-050636,DISCUSS,Sex Transm Infect,2012,1
14646,4344476,10.1371/journal.pone.0115820,METHODS,PLoS One,2015,1
11429,4339580,10.1371/journal.pone.0116828,METHODS,PLoS One,2015,1
37412,3515585,10.1371/journal.pone.0049847,METHODS,PLoS One,2012,1
6300,3515604,10.1371/journal.pone.0050640,METHODS,PLoS One,2012,1
8651,3515604,10.1371/journal.pone.0050640,METHODS,PLoS One,2012,1
12540,3515604,10.1371/journal.pone.0050640,METHODS,PLoS One,2012,1
26252,3527213,10.1371/journal.pgen.1003098,DISCUSS,PLoS Genet,2012,1
43041,3527213,10.1371/journal.pgen.1003098,METHODS,PLoS Genet,2012,1
97,3531093,10.1093/nar/gks1042,ABSTRACT,Nucleic Acids Res,2012,1
97,3531093,10.1093/nar/gks1042,ABSTRACT,Nucleic Acids Res,2012,1
97,3531093,10.1093/nar/gks1042,ABSTRACT,Nucleic Acids Res,2012,1
7049,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
7049,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
7803,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
7803,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
9234,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
9234,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
9234,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
10625,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
10625,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
13990,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
15878,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
18997,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
21299,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
27159,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
27159,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
36919,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
37499,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
38182,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
46411,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
46411,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
46411,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
47782,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
48180,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
51476,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
51476,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
51476,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
51476,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
51476,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
52878,3531093,10.1093/nar/gks1042,RESULTS,Nucleic Acids Res,2012,1
11588,3533822,10.1186/1744-9081-8-38,METHODS,Behav Brain Funct,2012,1
4907,3536812,10.1371/journal.pone.0053042,METHODS,PLoS One,2013,1
59291,3542101,10.1371/journal.pgen.1003147,METHODS,PLoS Genet,2013,1
16159,3541190,10.1371/journal.pone.0053635,RESULTS,PLoS One,2013,1
9549,3547917,10.1371/journal.pone.0051436,RESULTS,PLoS One,2013,1
2589,3551728,10.1186/1479-5868-9-137,INTRO,Int J Behav Nutr Phys Act,2012,1
1951,3557139,10.1186/1471-244X-12-233,INTRO,BMC Psychiatry,2012,1
48299,3560210,10.1186/1471-2164-13-677,ACK_FUND,BMC Genomics,2012,1
28246,3558516,10.1371/journal.pone.0051674,METHODS,PLoS One,2013,1
43515,4345003,10.1186/s12864-015-1300-3,METHODS,BMC Genomics,2015,1
43515,4345003,10.1186/s12864-015-1300-3,METHODS,BMC Genomics,2015,1
43515,4345003,10.1186/s12864-015-1300-3,METHODS,BMC Genomics,2015,1
7477,3565768,10.1038/tp.2012.95,METHODS,Transl Psychiatry,2012,1
27594,3561729,10.3389/fnint.2013.00003,ACK_FUND,Front Integr Neurosci,2013,1
3174,3564781,10.1186/1471-244X-12-217,INTRO,BMC Psychiatry,2012,1
28172,3564781,10.1186/1471-244X-12-217,ACK_FUND,BMC Psychiatry,2012,1
9109,3563110,10.3389/fnsys.2012.00080,METHODS,Front Syst Neurosci,2013,1
7890,3561969,10.1093/nar/gks1363,METHODS,Nucleic Acids Res,2012,1
13067,3561969,10.1093/nar/gks1363,METHODS,Nucleic Acids Res,2012,1
26450,3565209,10.1038/tp.2012.87,DISCUSS,Transl Psychiatry,2012,1
21416,3567443,10.1038/ng.2425,SUPPL,Nat Genet,2012,1
16787,3566091,10.1371/journal.pone.0055031,METHODS,PLoS One,2013,1
25676,3574061,10.1371/journal.pone.0056128,DISCUSS,PLoS One,2013,1
5452,3573925,10.1186/1471-2334-12-147,METHODS,BMC Infect Dis,2012,1
22785,3575607,10.3389/fncir.2013.00022,RESULTS,Front Neural Circuits,2013,1
7015,3578833,10.1371/journal.pone.0055776,METHODS,PLoS One,2013,1
18264,3585140,10.1371/journal.pgen.1003301,RESULTS,PLoS Genet,2013,1
2516,3582489,10.1186/1471-2164-13-458,FIG,BMC Genomics,2012,1
43802,3585484,10.1136/jmedgenet-2012-101320,SUPPL,J Med Genet,2012,1
14300,3587643,10.1371/journal.pone.0057597,FIG,PLoS One,2013,1
18839,3587643,10.1371/journal.pone.0057597,FIG,PLoS One,2013,1
41108,3587643,10.1371/journal.pone.0057597,METHODS,PLoS One,2013,1
39317,3585881,10.1186/1471-2164-13-727,METHODS,BMC Genomics,2012,1
13565,3596409,10.1371/journal.pone.0058251,METHODS,PLoS One,2013,1
13593,3605762,10.1038/ng.2477,METHODS,Nat Genet,2012,1
20380,3605762,10.1038/ng.2477,METHODS,Nat Genet,2012,1
46849,3605517,10.3389/fpsyg.2013.00128,METHODS,Front Psychol,2013,1
48028,3605517,10.3389/fpsyg.2013.00128,METHODS,Front Psychol,2013,1
7443,3605410,10.1371/journal.pone.0058951,METHODS,PLoS One,2013,1
28238,3607566,10.1371/journal.pone.0059685,RESULTS,PLoS One,2013,1
43963,4349621,10.1186/s12920-015-0083-3,METHODS,BMC Med Genomics,2015,1
24118,4353182,10.3389/fpsyt.2015.00030,DISCUSS,Front Psychiatry,2015,1
3726,4350525,10.1038/tp.2014.96,INTRO,Transl Psychiatry,2014,1
2215,4351618,10.3389/fncel.2015.00063,INTRO,Front Cell Neurosci,2015,1
19646,3608994,10.1186/1471-2105-14-79,METHODS,BMC Bioinformatics,2013,1
11662,3610899,10.1371/journal.pone.0059835,METHODS,PLoS One,2013,1
22751,3610899,10.1371/journal.pone.0059835,DISCUSS,PLoS One,2013,1
25188,3615648,10.1038/ncomms1777,DISCUSS,Nat Commun,2012,1
21543,3614978,10.1371/journal.pone.0058618,DISCUSS,PLoS One,2013,1
12843,3622469,,INTRO,Dialogues Clin Neurosci,2013,1
12843,3622469,,INTRO,Dialogues Clin Neurosci,2013,1
50827,3623761,10.1371/journal.pgen.1003433,METHODS,PLoS Genet,2013,1
49109,3623759,10.1371/journal.pgen.1003443,METHODS,PLoS Genet,2013,1
7541,3634080,10.1371/journal.pone.0061324,INTRO,PLoS One,2013,1
10913,3634080,10.1371/journal.pone.0061324,METHODS,PLoS One,2013,1
76028,3634858,10.1371/journal.pone.0061496,FIG,PLoS One,2013,1
21740,3638714,10.1155/2013/205494,METHODS,Int J Biomed Imaging,2013,1
32343,3636284,10.1371/journal.pgen.1003449,METHODS,PLoS Genet,2013,1
38771,3641041,10.1371/journal.pone.0061956,RESULTS,PLoS One,2013,1
8731,3648552,10.1371/journal.pone.0063879,METHODS,PLoS One,2013,1
20440,3653846,10.1371/journal.pone.0063699,RESULTS,PLoS One,2013,1
7037,3649967,10.1371/journal.pgen.1003484,RESULTS,PLoS Genet,2013,1
35530,3649967,10.1371/journal.pgen.1003484,METHODS,PLoS Genet,2013,1
35860,3649967,10.1371/journal.pgen.1003484,METHODS,PLoS Genet,2013,1
36536,3649967,10.1371/journal.pgen.1003484,METHODS,PLoS Genet,2013,1
9218,3649995,10.1371/journal.pgen.1003486,RESULTS,PLoS Genet,2013,1
25320,3650681,10.3389/fnbeh.2013.00037,METHODS,Front Behav Neurosci,2013,1
9041,3655873,10.1186/1471-2334-13-203,METHODS,BMC Infect Dis,2013,1
31057,4355952,10.1038/ncomms7404,METHODS,Nat Commun,2015,1
46576,2603333,10.1371/journal.pcbi.1000258,METHODS,PLoS Comput Biol,2009,1
17867,3661949,10.3389/fnhum.2013.00219,METHODS,Front Hum Neurosci,2013,1
5710,3661729,10.1371/journal.pone.0063824,RESULTS,PLoS One,2013,1
14438,2644762,10.1371/journal.pone.0004582,RESULTS,PLoS One,2009,1
23796,2644762,10.1371/journal.pone.0004582,METHODS,PLoS One,2009,1
25985,2622763,10.1371/journal.pone.0004257,FIG,PLoS One,2009,1
13509,2652837,10.1038/ng.275,METHODS,Nat Genet,2009,1
3341,2652440,10.1186/1477-5956-7-6,INTRO,Proteome Sci,2009,1
10657,2652440,10.1186/1477-5956-7-6,INTRO,Proteome Sci,2009,1
31285,2649211,10.1371/journal.pone.0004729,METHODS,PLoS One,2009,1
33565,2649211,10.1371/journal.pone.0004729,METHODS,PLoS One,2009,1
33565,2649211,10.1371/journal.pone.0004729,METHODS,PLoS One,2009,1
34459,2649211,10.1371/journal.pone.0004729,METHODS,PLoS One,2009,1
57670,2651771,10.1371/journal.pone.0004762,METHODS,PLoS One,2009,1
7763,2648768,10.1186/1471-2105-10-S1-S75,METHODS,BMC Bioinformatics,2009,1
24328,2653556,10.1371/journal.pbio.1000052,RESULTS,PLoS Biol,2009,1
7712,2654964,10.1371/journal.pgen.1000442,RESULTS,PLoS Genet,2009,1
32106,2654964,10.1371/journal.pgen.1000442,METHODS,PLoS Genet,2009,1
31571,2655718,10.1371/journal.pcbi.1000334,INTRO,PLoS Comput Biol,2009,1
14218,2666803,10.1371/journal.pone.0005251,RESULTS,PLoS One,2009,1
31279,2659430,10.1371/journal.pone.0005065,METHODS,PLoS One,2009,1
40099,2659430,10.1371/journal.pone.0005065,SUPPL,PLoS One,2009,1
10864,2685981,10.1371/journal.pone.0005775,RESULTS,PLoS One,2009,1
4227,2690857,10.1007/s11065-009-9102-5,INTRO,Neuropsychol Rev,2009,1
22039,2698903,10.1186/1471-244X-9-29,METHODS,BMC Psychiatry,2009,1
34677,2695001,10.1371/journal.pgen.1000536,METHODS,PLoS Genet,2009,1
10695,3351145,10.1093/nar/gkr1265,METHODS,Nucleic Acids Res,2012,1
19991,3351145,10.1093/nar/gkr1265,METHODS,Nucleic Acids Res,2012,1
51715,3351145,10.1093/nar/gkr1265,METHODS,Nucleic Acids Res,2012,1
24855,2707607,10.1371/journal.pone.0006268,METHODS,PLoS One,2009,1
11870,3351172,10.1093/nar/gkr1255,METHODS,Nucleic Acids Res,2012,1
8408,3353838,10.1186/2042-5783-2-4,INTRO,Microb Inform Exp,2012,1
36886,3353838,10.1186/2042-5783-2-4,METHODS,Microb Inform Exp,2012,1
58918,3353935,10.1371/journal.pone.0037454,METHODS,PLoS One,2012,1
64560,3353935,10.1371/journal.pone.0037454,METHODS,PLoS One,2012,1
64560,3353935,10.1371/journal.pone.0037454,METHODS,PLoS One,2012,1
72579,3353935,10.1371/journal.pone.0037454,METHODS,PLoS One,2012,1
20455,4357735,10.1093/nar/gkv151,METHODS,Nucleic Acids Res,2015,1
16643,4360142,10.1186/s13293-014-0016-4,METHODS,Biol Sex Differ,2014,1
48683,4360142,10.1186/s13293-014-0016-4,DISCUSS,Biol Sex Differ,2014,1
5417,4360243,10.1093/ijnp/pyu078,METHODS,Int J Neuropsychopharmacol,2015,1
19832,3365000,10.1371/journal.pone.0038119,DISCUSS,PLoS One,2012,1
15168,3361668,10.1016/j.neuroimage.2011.10.027,METHODS,Neuroimage,2012,1
10788,3366115,10.1038/nature11091,INTRO,Nature,2012,1
12216,5270321,10.1186/s13072-017-0111-y,METHODS,Epigenetics Chromatin,2017,1
1500,5282865,10.1186/s13059-017-1148-8,INTRO,Genome Biol,2017,1
168,5285378,10.3389/fninf.2017.00004,INTRO,Front Neuroinform,2017,1
1577,5285378,10.3389/fninf.2017.00004,INTRO,Front Neuroinform,2017,1
13835,5285378,10.3389/fninf.2017.00004,INTRO,Front Neuroinform,2017,1
24795,5290349,10.1038/tp.2016.205,DISCUSS,Transl Psychiatry,2016,1
24218,5290350,10.1038/tp.2016.203,RESULTS,Transl Psychiatry,2016,1
25039,5291777,10.1007/s13238-016-0342-x,METHODS,Protein Cell,2016,1
27659,5291777,10.1007/s13238-016-0342-x,METHODS,Protein Cell,2016,1
28893,5291777,10.1007/s13238-016-0342-x,METHODS,Protein Cell,2016,1
114138,5293492,10.7554/eLife.22467,METHODS,eLife,2016,1
12712,3665907,10.3389/fnhum.2013.00232,METHODS,Front Hum Neurosci,2013,1
17670,3665907,10.3389/fnhum.2013.00232,METHODS,Front Hum Neurosci,2013,1
22524,3665907,10.3389/fnhum.2013.00232,FIG,Front Hum Neurosci,2013,1
31369,3665907,10.3389/fnhum.2013.00232,FIG,Front Hum Neurosci,2013,1
24476,3667115,10.1186/1471-2164-14-348,FIG,BMC Genomics,2013,1
29675,3667115,10.1186/1471-2164-14-348,FIG,BMC Genomics,2013,1
12691,3669121,10.4161/epi.23924,RESULTS,Epigenetics,2013,1
42953,3669121,10.4161/epi.23924,DISCUSS,Epigenetics,2013,1
50997,3669121,10.4161/epi.23924,METHODS,Epigenetics,2013,1
4350,3672445,10.7448/IAS.16.1.18449,METHODS,J Int AIDS Soc,2013,1
10133,3669925,10.1038/tp.2013.38,METHODS,Transl Psychiatry,2013,1
11352,3669925,10.1038/tp.2013.38,METHODS,Transl Psychiatry,2013,1
41376,3674993,10.1371/journal.pgen.1003500,METHODS,PLoS Genet,2013,1
16741,3673633,10.1093/gbe/evt066,RESULTS,Genome Biol Evol,2013,1
24518,3677690,10.1038/nbt.2564,METHODS,Nat Biotechnol,2013,1
14620,3679482,10.3389/fnhum.2013.00268,METHODS,Front Hum Neurosci,2013,1
63615,3680018,10.1186/1471-2164-14-367,METHODS,BMC Genomics,2013,1
32781,3682752,10.1042/BJ20121742,FIG,Biochem J,2013,1
42464,3682752,10.1042/BJ20121742,RESULTS,Biochem J,2013,1
19792,4365768,10.1186/2047-217X-3-29,INTRO,Gigascience,2014,1
21478,4363463,10.1186/s13229-015-0008-1,METHODS,Mol Autism,2015,1
22257,4364170,10.3389/fnhum.2015.00134,METHODS,Front Hum Neurosci,2015,1
55808,4364777,10.1371/journal.pgen.1005079,METHODS,PLoS Genet,2015,1
62,3692109,10.1093/nar/gkt439,ABSTRACT,Nucleic Acids Res,2013,1
3290,3692109,10.1093/nar/gkt439,INTRO,Nucleic Acids Res,2013,1
5247,3692109,10.1093/nar/gkt439,INTRO,Nucleic Acids Res,2013,1
9042,3692109,10.1093/nar/gkt439,INTRO,Nucleic Acids Res,2013,1
9042,3692109,10.1093/nar/gkt439,INTRO,Nucleic Acids Res,2013,1
15504,3692109,10.1093/nar/gkt439,FIG,Nucleic Acids Res,2013,1
15823,3692109,10.1093/nar/gkt439,INTRO,Nucleic Acids Res,2013,1
19829,3692109,10.1093/nar/gkt439,CONCL,Nucleic Acids Res,2013,1
9966,3695957,10.1371/journal.pone.0068188,METHODS,PLoS One,2013,1
10761,3695957,10.1371/journal.pone.0068188,RESULTS,PLoS One,2013,1
2089,3694649,10.1093/bioinformatics/btt216,ABSTRACT,Bioinformatics,2013,1
8244,3699392,10.1186/2041-2223-4-13,METHODS,Investig Genet,2013,1
9598,3699392,10.1186/2041-2223-4-13,METHODS,Investig Genet,2013,1
7046,3702487,10.1186/1752-0509-7-51,RESULTS,BMC Syst Biol,2013,1
26919,3702487,10.1186/1752-0509-7-51,METHODS,BMC Syst Biol,2013,1
26919,3702487,10.1186/1752-0509-7-51,METHODS,BMC Syst Biol,2013,1
26919,3702487,10.1186/1752-0509-7-51,METHODS,BMC Syst Biol,2013,1
30348,3702487,10.1186/1752-0509-7-51,METHODS,BMC Syst Biol,2013,1
34477,3702487,10.1186/1752-0509-7-51,METHODS,BMC Syst Biol,2013,1
5924,3704928,10.5808/GI.2013.11.2.60,INTRO,Genomics Inform,2013,1
4206,3705194,10.3389/fpsyg.2013.00398,METHODS,Front Psychol,2013,1
99,3720652,10.1371/journal.pone.0069666,ABSTRACT,PLoS One,2013,1
5962,3720652,10.1371/journal.pone.0069666,RESULTS,PLoS One,2013,1
20146,3720652,10.1371/journal.pone.0069666,RESULTS,PLoS One,2013,1
16583,3720617,10.1371/journal.pone.0069596,METHODS,PLoS One,2013,1
30947,3721348,10.1038/nature11232,SUPPL,Nature,2012,1
6445,3720659,10.1371/journal.pone.0069513,RESULTS,PLoS One,2013,1
33808,3720659,10.1371/journal.pone.0069513,METHODS,PLoS One,2013,1
35378,3725201,10.1038/nn.3428,METHODS,Nat Neurosci,2013,1
6964,3726675,10.1371/journal.pone.0067776,METHODS,PLoS One,2013,1
12713,3726675,10.1371/journal.pone.0067776,METHODS,PLoS One,2013,1
26098,3726675,10.1371/journal.pone.0067776,RESULTS,PLoS One,2013,1
33886,2946935,10.1371/journal.pone.0013070,METHODS,PLoS One,2010,1
40887,2946519,10.1038/nbt.1654,SUPPL,Nat Biotechnol,2010,1
22246,2945614,10.1007/s10461-009-9570-x,DISCUSS,AIDS Behav,2009,1
43869,2947586,10.1038/nn.2623,METHODS,Nat Neurosci,2010,1
7637,3731783,10.1038/tp.2013.47,METHODS,Transl Psychiatry,2013,1
22381,4366498,10.1038/ncomms7065,SUPPL,Nat Commun,2015,1
2978,4368627,10.1371/journal.pbio.1002086,ABBR,PLoS Biol,2015,1
15552,2955195,10.1038/nature09409,SUPPL,Nature,2010,1
10941,2956760,10.1371/journal.pone.0013132,METHODS,PLoS One,2010,1
24452,2965365,10.1007/s11920-010-0149-z,CONCL,Curr Psychiatry Rep,2010,1
53,2958801,10.1371/journal.pcbi.1000966,ABSTRACT,PLoS Comput Biol,2010,1
5008,2958994,10.1186/1471-244X-10-79,INTRO,BMC Psychiatry,2010,1
56987,2996133,10.3389/fnins.2010.00186,DISCUSS,Front Neurosci,2010,1
17022,2996169,10.3389/fnins.2010.00190,METHODS,Front Neurosci,2010,1
24874,3002952,10.1371/journal.pone.0014375,DISCUSS,PLoS One,2010,1
19089,3002786,10.1038/cddis.2010.56,METHODS,Cell Death Dis,2010,1
21895,3006369,10.1186/1749-8104-5-32,RESULTS,Neural Dev,2010,1
26651,4374577,10.1186/s12859-015-0504-5,RESULTS,BMC Bioinformatics,2015,1
11848,4373892,10.1371/journal.pone.0120011,RESULTS,PLoS One,2015,1
4958,3012073,10.1371/journal.pone.0014458,INTRO,PLoS One,2010,1
10466,3012073,10.1371/journal.pone.0014458,METHODS,PLoS One,2010,1
12218,3012073,10.1371/journal.pone.0014458,METHODS,PLoS One,2010,1
15849,3013662,10.1093/nar/gkq1054,METHODS,Nucleic Acids Res,2010,1
22333,3013662,10.1093/nar/gkq1054,DISCUSS,Nucleic Acids Res,2010,1
24171,3013662,10.1093/nar/gkq1054,DISCUSS,Nucleic Acids Res,2010,1
23205,3012691,10.1371/journal.pone.0014456,DISCUSS,PLoS One,2010,1
4814,3018377,10.1186/1742-6405-7-43,INTRO,AIDS Res Ther,2010,1
18606,3018377,10.1186/1742-6405-7-43,INTRO,AIDS Res Ther,2010,1
32728,3018377,10.1186/1742-6405-7-43,CONCL,AIDS Res Ther,2010,1
17169,3020586,10.1093/cercor/bhq113,METHODS,Cereb Cortex,2010,1
43714,3022667,10.1186/1471-2156-11-113,METHODS,BMC Genet,2010,1
7403,3023768,10.1371/journal.pone.0016316,METHODS,PLoS One,2011,1
24549,3023768,10.1371/journal.pone.0016316,DISCUSS,PLoS One,2011,1
13930,3027697,10.1371/journal.pone.0016459,METHODS,PLoS One,2011,1
32004,3027184,10.1186/1471-2458-10-802,ACK_FUND,BMC Public Health,2010,1
18464,3029286,10.1371/journal.pone.0016002,DISCUSS,PLoS One,2011,1
7611,3036659,10.1371/journal.pone.0016659,METHODS,PLoS One,2011,1
36274,3037405,10.1371/journal.pone.0017051,SUPPL,PLoS One,2011,1
39018,3037820,10.1371/journal.pgen.1002007,METHODS,PLoS Genet,2011,1
1572,3033384,10.1371/journal.pgen.1001292,ABSTRACT,PLoS Genet,2011,1
14122,3033384,10.1371/journal.pgen.1001292,RESULTS,PLoS Genet,2011,1
30744,3033384,10.1371/journal.pgen.1001292,SUPPL,PLoS Genet,2011,1
37324,3040655,10.1371/journal.pgen.1001307,SUPPL,PLoS Genet,2011,1
16141,3040743,10.1371/journal.pone.0016715,METHODS,PLoS One,2011,1
7291,3044686,10.1371/journal.pgen.1001316,RESULTS,PLoS Genet,2011,1
32006,3044686,10.1371/journal.pgen.1001316,METHODS,PLoS Genet,2011,1
37426,3044686,10.1371/journal.pgen.1001316,METHODS,PLoS Genet,2011,1
41368,3044686,10.1371/journal.pgen.1001316,METHODS,PLoS Genet,2011,1
41196,3045425,10.1371/journal.pone.0017056,DISCUSS,PLoS One,2011,1
13841,3046811,10.1038/nature09856,INTRO,Nature,2011,1
6533,3046121,10.1371/journal.pone.0017238,INTRO,PLoS One,2011,1
35604,3057523,10.3389/fnana.2011.00010,DISCUSS,Front Neuroanat,2011,1
49057,3057523,10.3389/fnana.2011.00010,DISCUSS,Front Neuroanat,2011,1
11787,3057014,10.1007/s11689-010-9067-y,METHODS,J Neurodev Disord,2010,1
22876,3069117,10.1371/journal.pone.0018472,METHODS,PLoS One,2011,1
13630,3070648,10.1186/1752-0509-5-43,RESULTS,BMC Syst Biol,2011,1
40936,3070648,10.1186/1752-0509-5-43,METHODS,BMC Syst Biol,2011,1
7639,3068187,10.1371/journal.pone.0018353,RESULTS,PLoS One,2011,1
19376,3068187,10.1371/journal.pone.0018353,METHODS,PLoS One,2011,1
14797,3065166,10.1017/S0033291710001674,METHODS,Psychol Med,2010,1
40296,3077370,10.1371/journal.pgen.1001366,METHODS,PLoS Genet,2011,1
41030,3077370,10.1371/journal.pgen.1001366,METHODS,PLoS Genet,2011,1
43760,3077370,10.1371/journal.pgen.1001366,METHODS,PLoS Genet,2011,1
44600,3077370,10.1371/journal.pgen.1001366,METHODS,PLoS Genet,2011,1
1400,3077403,10.1371/journal.pone.0018746,ABSTRACT,PLoS One,2011,1
27249,3077403,10.1371/journal.pone.0018746,RESULTS,PLoS One,2011,1
30237,3077403,10.1371/journal.pone.0018746,RESULTS,PLoS One,2011,1
14936,3079577,10.1038/nature09581,METHODS,Nature,2010,1
19786,4411012,10.1038/sdata.2014.46,METHODS,Sci Data,2014,1
22596,4411012,10.1038/sdata.2014.46,METHODS,Sci Data,2014,1
22596,4411012,10.1038/sdata.2014.46,METHODS,Sci Data,2014,1
35908,4411012,10.1038/sdata.2014.46,METHODS,Sci Data,2014,1
10599,4414015,10.1016/j.neuroimage.2014.04.006,METHODS,Neuroimage,2014,1
15026,4414015,10.1016/j.neuroimage.2014.04.006,METHODS,Neuroimage,2014,1
20721,4374888,10.1371/journal.ppat.1004713,RESULTS,PLoS Pathog,2015,1
5996,4375086,10.2337/db14-1188,METHODS,Diabetes,2014,1
1424,4375357,10.1093/database/bav025,ABSTRACT,Database (Oxford),2015,1
13931,4375357,10.1093/database/bav025,INTRO,Database (Oxford),2015,1
38237,4375790,10.1016/j.stemcr.2015.01.012,SUPPL,Stem Cell Reports,2015,1
8333,3082861,,METHODS,Bioinformation,2011,1
8662,3082861,,METHODS,Bioinformation,2011,1
19277,3084370,10.1038/nature09817,METHODS,Nature,2011,1
22558,3091509,10.1186/1471-2164-11-574,METHODS,BMC Genomics,2010,1
5586,3091732,10.1186/1471-2164-11-585,INTRO,BMC Genomics,2010,1
28769,3091732,10.1186/1471-2164-11-585,METHODS,BMC Genomics,2010,1
25495,3098839,10.1371/journal.pone.0019382,SUPPL,PLoS One,2011,1
25495,3098839,10.1371/journal.pone.0019382,SUPPL,PLoS One,2011,1
8215,3104983,10.1371/journal.pone.0019351,RESULTS,PLoS One,2011,1
47495,3110203,10.1371/journal.pone.0020720,METHODS,PLoS One,2011,1
13424,3114768,10.1371/journal.pone.0020763,METHODS,PLoS One,2011,1
34045,3113442,10.1007/s11689-010-9071-2,DISCUSS,J Neurodev Disord,2011,1
15040,3116731,10.1093/cercor/bhq186,METHODS,Cereb Cortex,2010,1
9625,3117129,10.1038/mp.2010.119,METHODS,Mol Psychiatry,2010,1
10021,3117129,10.1038/mp.2010.119,METHODS,Mol Psychiatry,2010,1
30707,3117923,10.1038/tpj.2010.82,SUPPL,Pharmacogenomics J,2010,1
12184,3117611,,CONCL,West J Emerg Med,2011,1
26245,3118131,10.1186/1471-2156-12-48,DISCUSS,BMC Genet,2011,1
45436,3125190,10.1371/journal.pone.0021448,SUPPL,PLoS One,2011,1
32180,3125293,10.1371/journal.pone.0021606,RESULTS,PLoS One,2011,1
9601,3125408,10.1038/ng.847,RESULTS,Nat Genet,2011,1
12383,3125408,10.1038/ng.847,RESULTS,Nat Genet,2011,1
39975,3125408,10.1038/ng.847,METHODS,Nat Genet,2011,1
19145,3123337,10.1371/journal.pone.0021408,FIG,PLoS One,2011,1
19464,3122324,10.1534/genetics.111.127068,METHODS,Genetics,2011,1
18251,3132437,10.1007/s00439-011-1007-8,METHODS,Hum Genet,2011,1
82,3127103,10.3389/fninf.2011.00004,ABSTRACT,Front Neuroinform,2011,1
53092,3127103,10.3389/fninf.2011.00004,INTRO,Front Neuroinform,2011,1
8252,3129530,10.1093/bioinformatics/btr317,DISCUSS,Bioinformatics,2011,1
8246,3137674,10.1038/jhh.2011.31,METHODS,J Hum Hypertens,2011,1
