paper_offset,pmcid,doi,section,Journal Title,Year,predicted_data_sharing
36838,4008966,10.1017/S0954579412000508,INTRO,Dev Psychopathol,2012,1
3034,4026176,10.1007/s10461-008-9511-0,INTRO,AIDS Behav,2008,1
14896,4026182,10.1007/s40596-014-0036-8,RESULTS,Acad Psychiatry,2014,1
82,4025996,10.2217/nnm.13.115,ABSTRACT,Nanomedicine (Lond),2013,1
3465,4025996,10.2217/nnm.13.115,INTRO,Nanomedicine (Lond),2013,1
25173,4025996,10.2217/nnm.13.115,RESULTS,Nanomedicine (Lond),2013,1
26130,4025996,10.2217/nnm.13.115,RESULTS,Nanomedicine (Lond),2013,1
14747,4025926,10.1017/S1461145712001204,RESULTS,Int J Neuropsychopharmacol,2012,1
9676,4028399,10.1007/s11121-014-0463-5,METHODS,Prev Sci,2014,1
42686,4021717,,METHODS,Curr Opin Investig Drugs,2010,1
1056,4024396,10.1097/QAD.0b013e328357f5ad,ABSTRACT,AIDS,2012,1
9323,4024079,10.1161/ATVBAHA.114.303240,RESULTS,Arterioscler Thromb Vasc Biol,2014,1
8924,4030383,10.1007/s00221-014-3858-4,METHODS,Exp Brain Res,2014,1
23746,4029900,10.1111/jcpp.12187,INTRO,J Child Psychol Psychiatry,2013,1
3744,4033674,10.1007/s12021-013-9205-2,INTRO,Neuroinformatics,2014,1
17071,4031268,10.1016/j.ypmed.2014.01.024,CONCL,Prev Med,2014,1
4448,4032177,10.1021/jm401094t,INTRO,J Med Chem,2013,1
18612,4032811,10.1177/1049909113514475,DISCUSS,Am J Hosp Palliat Care,2013,1
32204,4028603,10.1017/S0033291708004170,DISCUSS,Psychol Med,2008,1
37486,4034383,10.1126/scitranslmed.3007231,SUPPL,Sci Transl Med,2014,1
18751,4041606,10.1080/15374416.2013.869750,METHODS,J Clin Child Adolesc Psychol,2014,1
1950,4041610,10.1176/appi.ajp.2013.11121766,INTRO,Am J Psychiatry,2014,1
31292,4041610,10.1176/appi.ajp.2013.11121766,DISCUSS,Am J Psychiatry,2014,1
23104,4036822,10.1080/13691058.2013.809608,RESULTS,Cult Health Sex,2013,1
11033,4041739,10.1080/19317611.2013.823900,METHODS,Int J Sex Health,2013,1
11033,4041739,10.1080/19317611.2013.823900,METHODS,Int J Sex Health,2013,1
12549,4041739,10.1080/19317611.2013.823900,METHODS,Int J Sex Health,2013,1
19167,4041739,10.1080/19317611.2013.823900,RESULTS,Int J Sex Health,2013,1
21487,4041739,10.1080/19317611.2013.823900,DISCUSS,Int J Sex Health,2013,1
3697,4038118,10.4088/JCP.09m05407blu,INTRO,J Clin Psychiatry,2010,1
19999,4038671,10.1530/JOE-14-0002,INTRO,J Endocrinol,2014,1
85608,4038671,10.1530/JOE-14-0002,FIG,J Endocrinol,2014,1
75642,4038664,10.1037/a0035542,FIG,J Exp Psychol Gen,2014,1
47998,4039290,10.1016/j.molcel.2013.09.009,FIG,Mol Cell,2013,1
14083,4039692,10.1016/j.brainresbull.2013.12.007,INTRO,Brain Res Bull,2013,1
24883,4041033,,INTRO,Am J Law Med,2012,1
56066,4041033,,INTRO,Am J Law Med,2012,1
35468,4045214,10.1016/j.celrep.2013.03.008,DISCUSS,Cell Rep,2013,1
2015,4047426,10.1016/j.socscimed.2013.03.020,INTRO,Soc Sci Med,2013,1
3142,4047426,10.1016/j.socscimed.2013.03.020,INTRO,Soc Sci Med,2013,1
10258,4047426,10.1016/j.socscimed.2013.03.020,INTRO,Soc Sci Med,2013,1
15255,4047426,10.1016/j.socscimed.2013.03.020,METHODS,Soc Sci Med,2013,1
19761,4047426,10.1016/j.socscimed.2013.03.020,METHODS,Soc Sci Med,2013,1
11244,4041843,10.1037/hea0000016,INTRO,Health Psychol,2013,1
32602,4048871,10.1353/cpr.2014.0008,CONCL,Prog Community Health Partnersh,2014,1
21545,4050338,10.1176/appi.ps.201300216,DISCUSS,Psychiatr Serv,2014,1
19808,4049629,10.1177/0145445512465173,METHODS,Behav Modif,2012,1
7080,4061757,10.1007/s11218-014-9250-1,INTRO,Soc Psychol Educ,2014,1
7080,4061757,10.1007/s11218-014-9250-1,INTRO,Soc Psychol Educ,2014,1
4050,4060826,10.1016/j.appdev.2013.12.002,INTRO,J Appl Dev Psychol,2014,1
7625,4062545,10.1097/PSY.0000000000000056,METHODS,Psychosom Med,2014,1
18397,4051293,10.1177/0743558413480834,RESULTS,J Adolesc Res,2013,1
36683,4051293,10.1177/0743558413480834,DISCUSS,J Adolesc Res,2013,1
45586,4059417,10.1038/nn.2536,SUPPL,Nat Neurosci,2010,1
3634,4058357,10.1007/s10803-014-2050-9,INTRO,J Autism Dev Disord,2014,1
10570,4057798,10.1111/famp.12038,INTRO,Fam Process,2013,1
30737,4056669,10.1088/1741-2560/10/5/056012,METHODS,J Neural Eng,2013,1
11585,4051354,10.1016/j.biopsych.2012.10.023,METHODS,Biol Psychiatry,2012,1
9413,4054817,10.1080/09540121.2014.896451,METHODS,AIDS Care,2014,1
4115,4652761,10.1093/nar/gkv736,METHODS,Nucleic Acids Res,2015,1
6100,4652761,10.1093/nar/gkv736,METHODS,Nucleic Acids Res,2015,1
38688,4652761,10.1093/nar/gkv736,KEYWORD,Nucleic Acids Res,2015,1
24626,4068354,10.1016/j.drugalcdep.2013.12.018,DISCUSS,Drug Alcohol Depend,2014,1
14235,4067900,10.1016/j.yhbeh.2014.04.001,METHODS,Horm Behav,2014,1
70704,4069240,10.1016/j.bbalip.2014.01.009,INTRO,Biochim Biophys Acta,2014,1
9430,4065613,10.1021/pr300918r,METHODS,J Proteome Res,2013,1
11873,4075424,10.1016/j.bbr.2014.02.045,METHODS,Behav Brain Res,2014,1
2873,4074594,10.1001/jamainternmed.2014.601,INTRO,JAMA Intern Med,2014,1
17507,4077662,10.1002/ima.22088,METHODS,Int J Imaging Syst Technol,2014,1
18772,4077019,10.1177/1049732314524635,METHODS,Qual Health Res,2014,1
42415,4077019,10.1177/1049732314524635,CONCL,Qual Health Res,2014,1
24490,4076935,10.1016/j.drugalcdep.2014.04.021,DISCUSS,Drug Alcohol Depend,2014,1
25337,4076935,10.1016/j.drugalcdep.2014.04.021,DISCUSS,Drug Alcohol Depend,2014,1
25593,4076779,10.1891/1540-4153.9.2.82,RESULTS,Hisp Health Care Int,2011,1
38420,4074528,10.1016/j.cell.2012.01.036,SUPPL,Cell,2012,1
19156,4073688,10.1177/1524839910388622,RESULTS,Health Promot Pract,2011,1
22154,4073688,10.1177/1524839910388622,DISCUSS,Health Promot Pract,2011,1
10276,4073641,10.1037/xan0000019,METHODS,J Exp Psychol Anim Learn Cogn,2014,1
53,3786088,10.1007/s10461-012-0190-5,ABSTRACT,AIDS Behav,2012,1
4065,3786088,10.1007/s10461-012-0190-5,METHODS,AIDS Behav,2012,1
5387,3786088,10.1007/s10461-012-0190-5,METHODS,AIDS Behav,2012,1
11330,3786088,10.1007/s10461-012-0190-5,METHODS,AIDS Behav,2012,1
19251,3786088,10.1007/s10461-012-0190-5,DISCUSS,AIDS Behav,2012,1
21199,3786088,10.1007/s10461-012-0190-5,DISCUSS,AIDS Behav,2012,1
22304,3786088,10.1007/s10461-012-0190-5,DISCUSS,AIDS Behav,2012,1
23305,3786578,10.1038/nn.3464,METHODS,Nat Neurosci,2013,1
28545,4077789,10.1038/nn.3703,INTRO,Nat Neurosci,2014,1
40201,3784328,10.1038/ng.2394,SUPPL,Nat Genet,2012,1
15822,3789811,10.1534/g3.113.007948,METHODS,G3 (Bethesda),2013,1
21953,3789811,10.1534/g3.113.007948,RESULTS,G3 (Bethesda),2013,1
46377,3789819,10.1371/journal.pone.0076194,METHODS,PLoS One,2013,1
35651,3796438,10.1038/ncomms3523,SUPPL,Nat Commun,2013,1
10790,3792967,10.1371/journal.pone.0074821,METHODS,PLoS One,2013,1
44625,3795359,10.3389/fendo.2013.00140,DISCUSS,Front Endocrinol (Lausanne),2013,1
29127,3799953,10.1038/ng.2734,DISCUSS,Nat Genet,2013,1
23105,3813555,10.1371/journal.pone.0077907,DISCUSS,PLoS One,2013,1
37410,3817535,10.1186/2045-5380-3-19,INTRO,Biol Mood Anxiety Disord,2013,1
38820,3827979,10.1038/ng.2742,SUPPL,Nat Genet,2013,1
7678,3823651,10.1371/journal.pone.0079579,METHODS,PLoS One,2013,1
14530,4655941,10.1016/j.neuroimage.2015.09.033,METHODS,Neuroimage,2016,1
584,3829179,10.1074/jbc.M113.483487,ABSTRACT,J Biol Chem,2013,1
26305,3829179,10.1074/jbc.M113.483487,RESULTS,J Biol Chem,2013,1
27116,3829179,10.1074/jbc.M113.483487,RESULTS,J Biol Chem,2013,1
27116,3829179,10.1074/jbc.M113.483487,RESULTS,J Biol Chem,2013,1
35649,3829179,10.1074/jbc.M113.483487,DISCUSS,J Biol Chem,2013,1
9511,3835914,10.1371/journal.pone.0080326,METHODS,PLoS One,2013,1
14663,3840590,10.1186/1471-2202-14-147,METHODS,BMC Neurosci,2013,1
3595,2717726,10.1038/mp.2008.125,METHODS,Mol Psychiatry,2008,1
16226,2721023,10.1038/npp.2009.40,METHODS,Neuropsychopharmacology,2009,1
16226,2721023,10.1038/npp.2009.40,METHODS,Neuropsychopharmacology,2009,1
19950,2721023,10.1038/npp.2009.40,RESULTS,Neuropsychopharmacology,2009,1
47984,2721023,10.1038/npp.2009.40,FIG,Neuropsychopharmacology,2009,1
48347,2721023,10.1038/npp.2009.40,FIG,Neuropsychopharmacology,2009,1
49044,2721023,10.1038/npp.2009.40,FIG,Neuropsychopharmacology,2009,1
49897,2721023,10.1038/npp.2009.40,FIG,Neuropsychopharmacology,2009,1
29037,2728720,10.1186/1471-2458-9-272,DISCUSS,BMC Public Health,2009,1
5362,2731096,10.1186/1477-7517-6-22,METHODS,Harm Reduct J,2009,1
31944,2742312,10.1186/1479-7364-3-3-221,DISCUSS,Hum Genomics,2009,1
11579,2745660,10.1371/journal.pone.0007192,METHODS,PLoS One,2009,1
12045,2745660,10.1371/journal.pone.0007192,METHODS,PLoS One,2009,1
953,2761789,,INTRO,J Health Popul Nutr,2009,1
953,2761789,,INTRO,J Health Popul Nutr,2009,1
953,2761789,,INTRO,J Health Popul Nutr,2009,1
65206,2763221,10.1371/journal.ppat.1000640,METHODS,PLoS Pathog,2009,1
7757,2766297,10.1093/hmg/ddp397,RESULTS,Hum Mol Genet,2009,1
28438,2763889,10.3389/neuro.11.035.2009,DISCUSS,Front Neuroinform,2009,1
26800,2772655,10.1038/nature08490,METHODS,Nature,2009,1
25196,2771429,10.1038/nature08499,METHODS,Nature,2009,1
16847,2770636,10.1007/s00213-009-1654-9,METHODS,Psychopharmacology (Berl),2009,1
13097,2775422,10.1038/nature08192,SUPPL,Nature,2009,1
23690,2778075,10.1038/nature08549,SUPPL,Nature,2009,1
26300,2780724,10.1371/journal.pone.0008166,RESULTS,PLoS One,2009,1
32040,2781805,10.1186/1532-429X-11-47,INTRO,J Cardiovasc Magn Reson,2009,1
2302,4659812,10.1016/j.dib.2015.10.033,INTRO,Data Brief,2015,1
31709,2785898,10.1007/s10461-009-9580-8,APPENDIX,AIDS Behav,2009,1
40244,2786299,10.3389/neuro.09.037.2009,CONCL,Front Hum Neurosci,2009,1
1433,2788925,10.1093/bioinformatics/btp579,ABSTRACT,Bioinformatics,2009,1
14779,2804881,,INTRO,Dialogues Clin Neurosci,2009,1
26708,2804881,,INTRO,Dialogues Clin Neurosci,2009,1
23012,2806956,10.1007/s11606-009-1136-0,DISCUSS,J Gen Intern Med,2010,1
26309,2805469,10.1038/nature08650,SUPPL,Nature,2010,1
9534,4869015,10.1038/srep25986,DISCUSS,Sci Rep,2016,1
15974,5070049,10.1038/tp.2016.66,RESULTS,Transl Psychiatry,2016,1
37710,5070049,10.1038/tp.2016.66,FIG,Transl Psychiatry,2016,1
14430,4976298,10.1093/database/baw115,INTRO,Database (Oxford),2016,1
32869,4976298,10.1093/database/baw115,INTRO,Database (Oxford),2016,1
33752,4976298,10.1093/database/baw115,INTRO,Database (Oxford),2016,1
49887,5147052,10.15252/msb.20166969,METHODS,Mol Syst Biol,2016,1
6729,4914103,10.1093/nar/gkw225,METHODS,Nucleic Acids Res,2016,1
16218,4930118,10.1038/tp.2015.118,METHODS,Transl Psychiatry,2015,1
14251,4974531,10.3390/v8070196,RESULTS,Viruses,2016,1
15802,5177635,10.3389/fnmol.2016.00146,RESULTS,Front Mol Neurosci,2016,1
59582,5125825,10.1038/nbt.3678,METHODS,Nat Biotechnol,2016,1
59582,5125825,10.1038/nbt.3678,METHODS,Nat Biotechnol,2016,1
33838,4942401,10.1038/nbt.3550,METHODS,Nat Biotechnol,2016,1
47627,4942401,10.1038/nbt.3550,SUPPL,Nat Biotechnol,2016,1
338,5031183,10.5966/sctm.2015-0393,ABSTRACT,Stem Cells Transl Med,2016,1
4280,5031183,10.5966/sctm.2015-0393,INTRO,Stem Cells Transl Med,2016,1
36546,5192235,10.2196/mental.6671,RESULTS,JMIR Ment Health,2016,1
42772,5192235,10.2196/mental.6671,DISCUSS,JMIR Ment Health,2016,1
54564,4869176,10.1038/ncomms11492,METHODS,Nat Commun,2016,1
56436,4869176,10.1038/ncomms11492,METHODS,Nat Commun,2016,1
14435,5146277,10.1016/j.ynstr.2016.03.003,INTRO,Neurobiol Stress,2016,1
7209,5003509,10.1021/acs.jmedchem.5b00482,INTRO,J Med Chem,2015,1
6338,5062906,10.1186/s13148-016-0276-4,INTRO,Clin Epigenetics,2016,1
17327,4900655,10.1371/journal.pcbi.1004961,METHODS,PLoS Comput Biol,2016,1
31752,6052457,10.1038/nature25999,SUPPL,Nature,2018,1
51518,5094853,10.7554/eLife.18740,METHODS,eLife,2016,1
51518,5094853,10.7554/eLife.18740,METHODS,eLife,2016,1
25739,5096308,10.1186/s12864-016-3215-z,RESULTS,BMC Genomics,2016,1
25739,5096308,10.1186/s12864-016-3215-z,RESULTS,BMC Genomics,2016,1
101,6030487,10.1038/s41385-018-0025-4,ABSTRACT,Mucosal Immunol,2018,1
9806,6030487,10.1038/s41385-018-0025-4,DISCUSS,Mucosal Immunol,2018,1
5907,5058339,,DISCUSS,Integr Mol Med,2016,1
51524,3765030,10.1080/10705511.2013.797819,DISCUSS,Struct Equ Modeling,2013,1
28506,4902174,10.1038/nature18296,METHODS,Nature,2016,1
46452,4666772,10.1038/ng.3432,SUPPL,Nat Genet,2015,1
55649,4666611,10.1371/journal.pgen.1005694,METHODS,PLoS Genet,2015,1
12578,4666378,10.1093/nar/gkv715,METHODS,Nucleic Acids Res,2015,1
65077,4868541,10.7554/eLife.12151,METHODS,eLife,2016,1
41818,6043950,10.1186/s13293-018-0192-8,DISCUSS,Biol Sex Differ,2018,1
36843,5146284,10.1038/ncomms13607,METHODS,Nat Commun,2016,1
5568,5157977,10.1371/journal.pone.0167179,METHODS,PLoS One,2016,1
17850,5157977,10.1371/journal.pone.0167179,METHODS,PLoS One,2016,1
57344,5088783,10.1038/nn.4360,METHODS,Nat Neurosci,2016,1
42176,4992054,10.1038/ncomms12339,METHODS,Nat Commun,2016,1
7570,4859972,10.1186/s13012-016-0429-z,INTRO,Implement Sci,2016,1
30275,4869711,10.1038/nmeth.3629,METHODS,Nat Methods,2015,1
48444,6028515,10.1084/jem.20172244,METHODS,J Exp Med,2018,1
72775,6052101,10.1038/s41467-018-04920-3,METHODS,Nat Commun,2018,1
34500,4951192,10.7554/eLife.14155,METHODS,eLife,2016,1
31675,5105161,10.1038/ncomms13316,METHODS,Nat Commun,2016,1
9260,5129084,10.1136/bmjopen-2016-012072,METHODS,BMJ Open,2016,1
29665,5034897,10.1038/nature18642,METHODS,Nature,2016,1
117532,5034897,10.1038/nature18642,SUPPL,Nature,2016,1
117532,5034897,10.1038/nature18642,SUPPL,Nature,2016,1
81946,5040590,10.7554/eLife.16813,METHODS,eLife,2016,1
40238,5015320,10.1186/s13059-016-1037-6,CONCL,Genome Biol,2016,1
43415,5033340,10.1371/journal.ppat.1005889,METHODS,PLoS Pathog,2016,1
8505,5022076,10.1038/tp.2016.119,METHODS,Transl Psychiatry,2016,1
55039,4980008,10.1371/journal.pgen.1005669,METHODS,PLoS Genet,2015,1
48872,4403380,10.1038/ncomms7789,AUTH_CONT,Nat Commun,2015,1
46561,4672381,10.1038/ncomms10100,METHODS,Nat Commun,2015,1
34856,5136294,10.1038/nature17679,SUPPL,Nature,2016,1
34856,5136294,10.1038/nature17679,SUPPL,Nature,2016,1
34856,5136294,10.1038/nature17679,SUPPL,Nature,2016,1
33594,6025752,10.1016/j.scr.2018.03.014,SUPPL,Stem Cell Res,2018,1
41189,4988886,10.1038/nature19075,SUPPL,Nature,2016,1
41189,4988886,10.1038/nature19075,SUPPL,Nature,2016,1
15437,4899171,10.1038/nsmb.3227,RESULTS,Nat Struct Mol Biol,2016,1
48212,4899171,10.1038/nsmb.3227,SUPPL,Nat Struct Mol Biol,2016,1
38823,5101671,10.1186/s13063-016-1654-0,METHODS,Trials,2016,1
19169,4973541,10.1186/s12913-016-1605-1,METHODS,BMC Health Serv Res,2016,1
25009,4973541,10.1186/s12913-016-1605-1,METHODS,BMC Health Serv Res,2016,1
39913,3766459,10.1080/00224499.2013.772086,RESULTS,J Sex Res,2013,1
37851,4894418,10.1038/srep06930,METHODS,Sci Rep,2014,1
42686,5133638,10.1038/ncomms13177,METHODS,Nat Commun,2016,1
169781,5009743,10.1093/nar/gkw530,KEYWORD,Nucleic Acids Res,2016,1
63268,5053805,10.7554/eLife.19507,AUTH_CONT,eLife,2016,1
53563,4938846,10.1007/s11121-016-0664-1,INTRO,Prev Sci,2016,1
6631,5066262,10.1523/ENEURO.0196-16.2016,METHODS,eNeuro,2016,1
6631,5066262,10.1523/ENEURO.0196-16.2016,METHODS,eNeuro,2016,1
64974,5115871,10.7554/eLife.18529,METHODS,eLife,2016,1
67282,5115871,10.7554/eLife.18529,METHODS,eLife,2016,1
8070,5122016,10.1186/s12864-016-3300-3,RESULTS,BMC Genomics,2016,1
50194,5122016,10.1186/s12864-016-3300-3,METHODS,BMC Genomics,2016,1
32532,4985242,10.1038/nn.4216,METHODS,Nat Neurosci,2016,1
32532,4985242,10.1038/nn.4216,METHODS,Nat Neurosci,2016,1
37825,4871318,10.1038/ncb3324,METHODS,Nat Cell Biol,2016,1
39972,5161591,10.1038/nature19325,METHODS,Nature,2016,1
21585,4860068,10.1038/nm.4073,SUPPL,Nat Med,2016,1
26551,4860068,10.1038/nm.4073,FIG,Nat Med,2016,1
73531,5083142,10.1038/nn.4399,METHODS,Nat Neurosci,2016,1
140458,5083142,10.1038/nn.4399,SUPPL,Nat Neurosci,2016,1
23402,3765029,10.3233/JVR-2011-0575,DISCUSS,J Vocat Rehabil,2011,1
22804,4887458,10.7448/IAS.19.1.20875,RESULTS,J Int AIDS Soc,2016,1
5151,4990004,10.1038/mp.2013.11,METHODS,Mol Psychiatry,2013,1
7981,4990004,10.1038/mp.2013.11,METHODS,Mol Psychiatry,2013,1
4354,6056652,10.3389/fnmol.2018.00247,METHODS,Front Mol Neurosci,2018,1
661,4855156,10.1038/srep25309,INTRO,Sci Rep,2016,1
3239,4675554,10.1371/journal.pone.0143794,INTRO,PLoS One,2015,1
64874,4941050,10.1038/ncomms12091,METHODS,Nat Commun,2016,1
24203,4957234,10.1038/srep30239,DISCUSS,Sci Rep,2016,1
2604,4995142,10.1038/nature19067,INTRO,Nature,2016,1
3890,4979776,10.1097/MD.0000000000004187,METHODS,Medicine (Baltimore),2016,1
9435,6048800,10.1186/s12879-018-3238-y,METHODS,BMC Infect Dis,2018,1
51122,4965139,10.1371/journal.pgen.1006191,METHODS,PLoS Genet,2016,1
32173,5088519,10.1186/s12864-016-3065-8,METHODS,BMC Genomics,2016,1
4094,5145235,10.1371/journal.ppat.1005953,INTRO,PLoS Pathog,2016,1
6845,5068871,10.1038/tp.2015.191,METHODS,Transl Psychiatry,2016,1
11713,4978901,10.1534/g3.116.030791,METHODS,G3 (Bethesda),2016,1
49391,5083138,10.1038/nn.4347,METHODS,Nat Neurosci,2016,1
52597,5083138,10.1038/nn.4347,METHODS,Nat Neurosci,2016,1
52866,5083138,10.1038/nn.4347,SUPPL,Nat Neurosci,2016,1
71184,4682164,10.1038/ncomms9885,METHODS,Nat Commun,2015,1
71184,4682164,10.1038/ncomms9885,METHODS,Nat Commun,2015,1
90,4679068,10.1093/biostatistics/kxv022,ABSTRACT,Biostatistics,2015,1
7362,4679068,10.1093/biostatistics/kxv022,INTRO,Biostatistics,2015,1
44872,4950430,10.1186/s12865-016-0154-z,DISCUSS,BMC Immunol,2016,1
54802,4950430,10.1186/s12865-016-0154-z,METHODS,BMC Immunol,2016,1
42027,4899632,10.1038/ncomms11758,METHODS,Nat Commun,2016,1
51018,6044185,10.1016/j.nicl.2018.04.032,CONCL,Neuroimage Clin,2018,1
32491,6050335,10.1038/s41467-018-05243-z,METHODS,Nat Commun,2018,1
32491,6050335,10.1038/s41467-018-05243-z,METHODS,Nat Commun,2018,1
36112,4955611,10.1038/nm.3982,METHODS,Nat Med,2015,1
41288,4955611,10.1038/nm.3982,SUPPL,Nat Med,2015,1
33663,5153602,10.1016/j.nicl.2016.09.001,CONCL,Neuroimage Clin,2016,1
69464,4862082,10.1186/s13059-016-0964-6,METHODS,Genome Biol,2016,1
32597,4931320,10.1038/ncomms12065,METHODS,Nat Commun,2016,1
3317,4938391,10.1371/journal.pone.0158504,INTRO,PLoS One,2016,1
5151,4965332,10.1038/mp.2015.186,METHODS,Mol Psychiatry,2015,1
7977,4965332,10.1038/mp.2015.186,METHODS,Mol Psychiatry,2015,1
47586,5052031,10.7554/eLife.18937,METHODS,eLife,2016,1
29142,3758397,10.1007/s10488-013-0492-6,DISCUSS,Adm Policy Ment Health,2014,1
27662,4980621,10.1038/srep31209,METHODS,Sci Rep,2016,1
29743,4980621,10.1038/srep31209,METHODS,Sci Rep,2016,1
1700,3765005,10.1007/s00441-008-0623-7,INTRO,Cell Tissue Res,2008,1
14119,5120198,10.1155/2016/4273280,METHODS,Neural Plast,2016,1
12781,3729285,10.1111/j.1399-5618.2011.00943.x,METHODS,Bipolar Disord,2011,1
6561,5132309,10.1371/journal.pone.0167024,METHODS,PLoS One,2016,1
4498,5050245,10.3758/s13423-016-1024-7,METHODS,Psychon Bull Rev,2016,1
3618,6057662,10.1371/journal.pone.0201325,INTRO,PLoS One,2018,1
18118,5068762,10.1038/tp.2015.169,METHODS,Transl Psychiatry,2015,1
62422,4880443,10.7554/eLife.13442,METHODS,eLife,2016,1
15275,6026486,10.1186/s13568-018-0637-9,METHODS,AMB Express,2018,1
51606,5111260,10.1186/s12918-016-0366-0,DISCUSS,BMC Syst Biol,2016,1
54611,4685580,10.1098/rstb.2015.0041,SUPPL,Philos Trans R Soc Lond B Biol Sci,2016,1
54611,4685580,10.1098/rstb.2015.0041,SUPPL,Philos Trans R Soc Lond B Biol Sci,2016,1
44887,4685709,10.1186/s40244-014-0012-3,DISCUSS,J Comput Surg,2014,1
20844,4978903,10.1534/g3.116.028878,METHODS,G3 (Bethesda),2016,1
30678,3756801,10.1016/j.cell.2013.05.060,METHODS,Cell,2013,1
3774,3756611,10.1055/s-0032-1312593,INTRO,Horm Metab Res,2012,1
24053,5013468,10.1038/srep32600,METHODS,Sci Rep,2016,1
31188,5048107,10.1038/srep34341,METHODS,Sci Rep,2016,1
46027,4869265,10.1186/s12861-016-0114-0,METHODS,BMC Dev Biol,2016,1
39792,4931332,10.1038/ncomms12109,METHODS,Nat Commun,2016,1
3174,4985742,10.1038/srep31527,INTRO,Sci Rep,2016,1
8982,5144988,10.1534/g3.116.034751,METHODS,G3 (Bethesda),2016,1
11141,6056057,10.1371/journal.pone.0201071,INTRO,PLoS One,2018,1
12917,6056057,10.1371/journal.pone.0201071,METHODS,PLoS One,2018,1
1668,5108933,10.2196/mhealth.5600,ABSTRACT,JMIR Mhealth Uhealth,2016,1
4611,5108933,10.2196/mhealth.5600,INTRO,JMIR Mhealth Uhealth,2016,1
15382,5108933,10.2196/mhealth.5600,RESULTS,JMIR Mhealth Uhealth,2016,1
19859,5108933,10.2196/mhealth.5600,DISCUSS,JMIR Mhealth Uhealth,2016,1
13703,6034892,10.1371/journal.pbio.2005399,FIG,PLoS Biol,2018,1
19420,6034892,10.1371/journal.pbio.2005399,FIG,PLoS Biol,2018,1
21718,6034892,10.1371/journal.pbio.2005399,FIG,PLoS Biol,2018,1
26685,6034892,10.1371/journal.pbio.2005399,FIG,PLoS Biol,2018,1
58635,4997270,10.3390/ani6080045,FIG,Animals (Basel),2016,1
58635,4997270,10.3390/ani6080045,FIG,Animals (Basel),2016,1
59781,4997270,10.3390/ani6080045,FIG,Animals (Basel),2016,1
60403,4997270,10.3390/ani6080045,FIG,Animals (Basel),2016,1
60403,4997270,10.3390/ani6080045,FIG,Animals (Basel),2016,1
23658,5026253,10.1093/molbev/msw127,DISCUSS,Mol Biol Evol,2016,1
39038,4983000,10.1186/s13034-016-0114-7,DISCUSS,Child Adolesc Psychiatry Ment Health,2016,1
8048,4869124,10.3389/fpubh.2016.00095,METHODS,Front Public Health,2016,1
30427,5115862,10.1371/journal.pone.0167063,FIG,PLoS One,2016,1
65661,4965098,10.1371/journal.pcbi.1004791,METHODS,PLoS Comput Biol,2016,1
44415,4690400,10.1186/s12864-015-2215-8,METHODS,BMC Genomics,2015,1
20634,4686835,10.1038/ncomms10106,RESULTS,Nat Commun,2015,1
38234,4686835,10.1038/ncomms10106,METHODS,Nat Commun,2015,1
52042,4686835,10.1038/ncomms10106,METHODS,Nat Commun,2015,1
8814,4687343,10.1186/s13229-015-0061-9,METHODS,Mol Autism,2015,1
42046,4687343,10.1186/s13229-015-0061-9,SUPPL,Mol Autism,2015,1
3682,4687910,10.1371/journal.pone.0145688,INTRO,PLoS One,2015,1
11992,4688548,10.1136/bmj.f4163,DISCUSS,BMJ,2013,1
3701,4940163,10.7554/eLife.13328,INTRO,eLife,2016,1
74721,4940163,10.7554/eLife.13328,METHODS,eLife,2016,1
11916,5119683,10.1177/1759091416679073,FIG,ASN Neuro,2016,1
11916,5119683,10.1177/1759091416679073,FIG,ASN Neuro,2016,1
12741,5119683,10.1177/1759091416679073,FIG,ASN Neuro,2016,1
14288,5119683,10.1177/1759091416679073,FIG,ASN Neuro,2016,1
14288,5119683,10.1177/1759091416679073,FIG,ASN Neuro,2016,1
25883,5119683,10.1177/1759091416679073,RESULTS,ASN Neuro,2016,1
25883,5119683,10.1177/1759091416679073,RESULTS,ASN Neuro,2016,1
28726,5119683,10.1177/1759091416679073,RESULTS,ASN Neuro,2016,1
30276,5119683,10.1177/1759091416679073,RESULTS,ASN Neuro,2016,1
31217,5119683,10.1177/1759091416679073,RESULTS,ASN Neuro,2016,1
45192,5024993,10.1371/journal.pgen.1006245,METHODS,PLoS Genet,2016,1
48240,6033866,10.1038/s41598-018-28332-x,METHODS,Sci Rep,2018,1
31173,5071546,10.1016/j.nicl.2016.10.001,CONCL,Neuroimage Clin,2016,1
49299,4967942,10.15252/emmm.201506030,METHODS,EMBO Mol Med,2016,1
45986,4898786,10.1038/nature17629,METHODS,Nature,2016,1
2008,4955021,10.12688/f1000research.7864.1,INTRO,F1000Res,2016,1
6529,5089139,10.12688/f1000research.7196.2,RESULTS,F1000Res,2016,1
10316,4891332,10.3389/fnmol.2016.00042,METHODS,Front Mol Neurosci,2016,1
72,5039713,10.1038/srep34111,ABSTRACT,Sci Rep,2016,1
11515,5039713,10.1038/srep34111,RESULTS,Sci Rep,2016,1
26513,5039713,10.1038/srep34111,DISCUSS,Sci Rep,2016,1
11285,5118587,10.3389/fpsyg.2016.01822,INTRO,Front Psychol,2016,1
51634,4925298,10.1038/nn.4315,SUPPL,Nat Neurosci,2016,1
